Primary Type,Description,Arrest,Beat,Community Area,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,2522,19,,
THEFT,$500 AND UNDER,TRUE,714,67,,
PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,TRUE,113,32,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,2412,2,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TRUE,421,43,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1821,8,,
THEFT,$500 AND UNDER,FALSE,1732,16,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1822,8,,
THEFT,OVER $500,FALSE,1433,24,,
CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,FALSE,1533,25,,
BURGLARY,FORCIBLE ENTRY,FALSE,1012,29,,
ASSAULT,SIMPLE,FALSE,1133,29,,
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,TRUE,835,66,,
THEFT,OVER $500,FALSE,1935,7,,
ROBBERY,ARMED: HANDGUN,FALSE,1234,31,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,613,71,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,822,66,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1724,16,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,612,71,,
CRIMINAL TRESPASS,TO LAND,TRUE,1512,25,,
THEFT,RETAIL THEFT,TRUE,924,61,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1831,8,,
THEFT,$500 AND UNDER,FALSE,1031,30,,
ASSAULT,SIMPLE,FALSE,1133,26,,
ASSAULT,SIMPLE,FALSE,311,40,,
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,FALSE,713,67,,
THEFT,OVER $500,FALSE,131,33,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,934,61,,
BATTERY,SIMPLE,FALSE,311,40,,
THEFT,$500 AND UNDER,FALSE,723,68,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1924,6,,
ASSAULT,AGGRAVATED: HANDGUN,FALSE,633,49,,
ASSAULT,AGGRAVATED: OTHER DANG WEAPON,FALSE,1135,29,,
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,FALSE,1524,25,,
CRIMINAL TRESPASS,TO VEHICLE,FALSE,914,34,,
ASSAULT,SIMPLE,FALSE,212,35,,
THEFT,$500 AND UNDER,FALSE,1811,7,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1115,26,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,334,43,,
ROBBERY,ATTEMPT: ARMED-HANDGUN,FALSE,1524,25,,
THEFT,RETAIL THEFT,TRUE,112,32,,
INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,TRUE,422,46,,
ASSAULT,SIMPLE,FALSE,823,66,,
THEFT,OVER $500,FALSE,1424,24,,
ROBBERY,VEHICULAR HIJACKING,FALSE,632,44,,
THEFT,$500 AND UNDER,TRUE,821,63,,
NARCOTICS,MANU/DELIVER: HEROIN (WHITE),TRUE,1115,26,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,132,33,,
THEFT,$500 AND UNDER,FALSE,1213,24,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,FALSE,2515,19,,
BATTERY,SIMPLE,FALSE,532,53,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1631,17,,
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,FALSE,2411,2,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1122,23,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,922,58,,
THEFT,$500 AND UNDER,FALSE,1412,22,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,511,49,,
BURGLARY,FORCIBLE ENTRY,FALSE,1021,29,,
THEFT,FROM BUILDING,FALSE,1922,6,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2511,18,,
BURGLARY,UNLAWFUL ENTRY,FALSE,422,46,,
THEFT,$500 AND UNDER,FALSE,1712,14,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2422,1,,
THEFT,OVER $500,FALSE,2433,77,,
NARCOTICS,MANU/DELIVER: HEROIN (WHITE),TRUE,1113,26,,
ASSAULT,SIMPLE,FALSE,732,68,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,2223,73,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,813,65,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,531,50,,
THEFT,FROM BUILDING,FALSE,122,32,,
ROBBERY,ARMED: HANDGUN,TRUE,932,61,,
ROBBERY,ARMED: HANDGUN,FALSE,1121,23,,
OTHER OFFENSE,TELEPHONE THREAT,TRUE,823,66,,
THEFT,OVER $500,FALSE,1211,24,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,2223,73,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,2525,20,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,735,67,,
THEFT,OVER $500,FALSE,2023,77,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,813,65,,
PUBLIC PEACE VIOLATION,BOMB THREAT,FALSE,2033,3,,
BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,FALSE,331,43,,
THEFT,POCKET-PICKING,FALSE,2413,2,,
THEFT,RETAIL THEFT,FALSE,122,32,,
BURGLARY,FORCIBLE ENTRY,FALSE,2515,25,,
BATTERY,SIMPLE,FALSE,815,57,,
BATTERY,SIMPLE,FALSE,2411,2,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1121,23,,
THEFT,OVER $500,TRUE,1833,8,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,2431,1,,
THEFT,RETAIL THEFT,FALSE,1913,3,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,2433,77,,
THEFT,RETAIL THEFT,TRUE,333,43,,
THEFT,OVER $500,FALSE,1931,5,,
BURGLARY,FORCIBLE ENTRY,FALSE,334,43,,
MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,FALSE,2521,19,,
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,FALSE,321,42,,
THEFT,FROM BUILDING,FALSE,2232,73,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,1824,8,,
CRIMINAL TRESPASS,TO LAND,TRUE,2525,22,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,531,49,,
ASSAULT,SIMPLE,FALSE,1121,23,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,1113,26,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,422,46,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,1524,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,923,63,,
ASSAULT,SIMPLE,FALSE,1833,8,,
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,FALSE,1414,22,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,214,38,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1122,23,,
THEFT,OVER $500,FALSE,924,61,,
ASSAULT,SIMPLE,FALSE,1522,25,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1933,6,,
ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,FALSE,814,56,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,2013,77,,
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,FALSE,1111,23,,
OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,TRUE,323,69,,
PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,TRUE,621,69,,
NARCOTICS,FOUND SUSPECT NARCOTICS,TRUE,1911,5,,
OTHER OFFENSE,TELEPHONE THREAT,TRUE,733,68,,
THEFT,OVER $500,FALSE,111,32,,
THEFT,OVER $500,FALSE,1814,7,,
BATTERY,SIMPLE,FALSE,1532,25,,
THEFT,$500 AND UNDER,FALSE,712,68,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,221,38,,
THEFT,RETAIL THEFT,FALSE,1424,24,,
KIDNAPPING,UNLAWFUL RESTRAINT,TRUE,623,44,,
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,FALSE,1914,3,,
BURGLARY,UNLAWFUL ENTRY,FALSE,712,68,,
THEFT,FROM BUILDING,FALSE,622,44,,
CRIMINAL TRESPASS,TO LAND,TRUE,1612,10,,
BURGLARY,HOME INVASION,FALSE,621,71,,
THEFT,PURSE-SNATCHING,FALSE,1632,17,,
THEFT,OVER $500,FALSE,924,61,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,124,28,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,512,49,,
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,FALSE,1914,3,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1412,21,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,223,38,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1623,12,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1222,28,,
DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,FALSE,1833,8,,
THEFT,OVER $500,TRUE,1424,24,,
ASSAULT,SIMPLE,FALSE,511,49,,
CRIMINAL TRESPASS,TO RESIDENCE,FALSE,322,69,,
BATTERY,SIMPLE,FALSE,823,66,,
ROBBERY,ARMED: HANDGUN,FALSE,422,46,,
THEFT,RETAIL THEFT,TRUE,111,32,,
BURGLARY,UNLAWFUL ENTRY,FALSE,633,44,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1125,28,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1924,6,,
ASSAULT,SIMPLE,FALSE,1613,10,,
BURGLARY,FORCIBLE ENTRY,FALSE,1633,15,,
BATTERY,SIMPLE,FALSE,223,39,,
OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,FALSE,1522,25,,
THEFT,OVER $500,FALSE,323,69,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1732,16,,
THEFT,RETAIL THEFT,TRUE,1831,8,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,2212,75,,
BATTERY,SIMPLE,TRUE,725,67,,
BATTERY,SIMPLE,FALSE,931,61,,
THEFT,RETAIL THEFT,TRUE,1831,8,,
ROBBERY,ARMED: HANDGUN,TRUE,921,58,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TRUE,1423,24,,
THEFT,RETAIL THEFT,TRUE,611,71,,
BATTERY,SIMPLE,TRUE,321,42,,
THEFT,FROM BUILDING,FALSE,2024,3,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,423,46,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,523,53,,
ROBBERY,ARMED: HANDGUN,FALSE,621,68,,
OTHER OFFENSE,PAROLE VIOLATION,TRUE,312,42,,
THEFT,OVER $500,FALSE,131,33,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1724,14,,
THEFT,FROM BUILDING,FALSE,2433,77,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,512,49,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,2525,20,,
THEFT,$500 AND UNDER,FALSE,1651,76,,
THEFT,$500 AND UNDER,FALSE,813,65,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,935,61,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1224,28,,
BATTERY,SIMPLE,FALSE,222,39,,
BURGLARY,FORCIBLE ENTRY,FALSE,532,53,,
BATTERY,AGGRAVATED: OTHER DANG WEAPON,FALSE,621,71,,
OTHER OFFENSE,OTHER VEHICLE OFFENSE,FALSE,2533,25,,
THEFT,OVER $500,FALSE,912,59,,
NARCOTICS,POSS: CRACK,TRUE,813,62,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,834,70,,
ASSAULT,AGGRAVATED: HANDGUN,FALSE,1621,11,,
ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,FALSE,431,51,,
BATTERY,SIMPLE,FALSE,1722,16,,
BATTERY,SIMPLE,FALSE,1111,23,,
BATTERY,SIMPLE,FALSE,813,62,,
ASSAULT,SIMPLE,FALSE,2533,23,,
THEFT,$500 AND UNDER,TRUE,111,32,,
WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TRUE,411,43,,
BURGLARY,FORCIBLE ENTRY,FALSE,422,46,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,834,70,,
THEFT,FROM BUILDING,FALSE,1925,6,,
BATTERY,PRO EMP HANDS NO/MIN INJURY,TRUE,2011,2,,
BATTERY,SIMPLE,TRUE,2232,73,,
BATTERY,SIMPLE,FALSE,711,68,,
ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,TRUE,131,33,,
ASSAULT,PRO EMP HANDS NO/MIN INJURY,FALSE,711,68,,
THEFT,RETAIL THEFT,FALSE,412,45,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,1111,25,,
BATTERY,SIMPLE,FALSE,1633,15,,
THEFT,$500 AND UNDER,FALSE,1414,22,,
ROBBERY,STRONGARM - NO WEAPON,FALSE,411,45,,
THEFT,FROM BUILDING,FALSE,1831,8,,
OTHER OFFENSE,PAROLE VIOLATION,TRUE,823,66,,
NARCOTICS,FOUND SUSPECT NARCOTICS,TRUE,1523,25,,
THEFT,FROM BUILDING,FALSE,1723,14,,
THEFT,FROM BUILDING,FALSE,1935,7,,
ASSAULT,PRO EMP HANDS NO/MIN INJURY,FALSE,2213,73,,
THEFT,$500 AND UNDER,FALSE,925,61,,
OTHER OFFENSE,LICENSE VIOLATION,FALSE,1513,25,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,2515,19,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,414,43,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,621,44,,
THEFT,$500 AND UNDER,FALSE,434,51,,
THEFT,RETAIL THEFT,TRUE,1833,8,,
NARCOTICS,MANU/DELIVER: HEROIN (WHITE),TRUE,1112,23,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,1115,26,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1524,25,,
ROBBERY,ATTEMPT: ARMED-HANDGUN,FALSE,332,43,,
THEFT,FROM BUILDING,FALSE,123,32,,
ASSAULT,SIMPLE,FALSE,1911,5,,
OTHER OFFENSE,LICENSE VIOLATION,FALSE,1111,25,,
THEFT,FROM BUILDING,FALSE,212,35,,
BATTERY,SIMPLE,FALSE,622,44,,
THEFT,$500 AND UNDER,FALSE,1213,24,,
DECEPTIVE PRACTICE,COMPUTER FRAUD,FALSE,111,32,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1822,8,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1014,29,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,2424,1,,
THEFT,FROM BUILDING,FALSE,111,32,,
THEFT,FROM BUILDING,FALSE,122,32,,
BATTERY,SIMPLE,FALSE,1123,27,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,631,44,,
BATTERY,SIMPLE,TRUE,632,44,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1532,25,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,121,28,,
THEFT,RETAIL THEFT,TRUE,1232,28,,
THEFT,OVER $500,FALSE,312,69,,
THEFT,$500 AND UNDER,FALSE,1421,24,,
ASSAULT,SIMPLE,TRUE,613,71,,
BATTERY,SIMPLE,FALSE,835,70,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,832,66,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,632,44,,
ASSAULT,AGGRAVATED: HANDGUN,TRUE,712,68,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,323,69,,
THEFT,RETAIL THEFT,TRUE,1931,6,,
THEFT,OVER $500,FALSE,821,58,,
THEFT,$500 AND UNDER,FALSE,1923,6,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1225,28,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,1112,23,,
ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,FALSE,2531,25,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,2422,1,,
THEFT,RETAIL THEFT,TRUE,1833,8,,
ASSAULT,AGG PO HANDS NO/MIN INJURY,TRUE,511,49,,
PUBLIC PEACE VIOLATION,BOMB THREAT,FALSE,122,32,,
PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,TRUE,2232,73,,
THEFT,$500 AND UNDER,FALSE,433,55,,
ASSAULT,SIMPLE,FALSE,212,35,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1511,25,,
ASSAULT,SIMPLE,FALSE,215,38,,
OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,TRUE,1524,25,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,623,69,,
BATTERY,SIMPLE,FALSE,1424,24,,
OTHER OFFENSE,PAROLE VIOLATION,TRUE,421,43,,
BATTERY,SIMPLE,FALSE,311,40,,
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,FALSE,312,69,,
THEFT,$500 AND UNDER,FALSE,324,43,,
DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,FALSE,1135,28,,
THEFT,FROM BUILDING,FALSE,234,41,,
THEFT,$500 AND UNDER,FALSE,713,67,,
BATTERY,SIMPLE,FALSE,421,43,,
CRIMINAL TRESPASS,TO LAND,FALSE,1921,5,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,332,43,,
THEFT,FROM BUILDING,FALSE,2013,77,,
BATTERY,SIMPLE,FALSE,1033,30,,
BURGLARY,ATTEMPT FORCIBLE ENTRY,FALSE,1723,16,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,424,46,,
THEFT,$500 AND UNDER,FALSE,331,43,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,921,58,,
THEFT,$500 AND UNDER,FALSE,711,68,,
BURGLARY,FORCIBLE ENTRY,FALSE,232,40,,
BATTERY,SIMPLE,FALSE,2013,77,,
THEFT,$500 AND UNDER,FALSE,821,57,,
OTHER OFFENSE,PAROLE VIOLATION,TRUE,1123,27,,
PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,TRUE,1235,31,,
INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,TRUE,513,49,,
THEFT,PURSE-SNATCHING,FALSE,121,28,,
BURGLARY,UNLAWFUL ENTRY,FALSE,1712,14,,
ASSAULT,SIMPLE,FALSE,725,67,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1123,27,,
THEFT,RETAIL THEFT,TRUE,1722,15,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1124,27,,
THEFT,RETAIL THEFT,FALSE,933,61,,
BATTERY,SIMPLE,TRUE,133,35,,
OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,TRUE,934,61,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1133,27,,
CRIMINAL DAMAGE,TO VEHICLE,TRUE,1132,29,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,714,67,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,714,67,,
BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,FALSE,832,66,,
NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,TRUE,1532,25,,
BURGLARY,FORCIBLE ENTRY,FALSE,322,69,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,323,69,,
THEFT,FROM BUILDING,FALSE,1724,16,,
THEFT,$500 AND UNDER,FALSE,1932,7,,
THEFT,RETAIL THEFT,FALSE,1633,17,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,624,44,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,923,63,,
OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,FALSE,1224,28,,
BATTERY,SIMPLE,FALSE,723,68,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,1814,7,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,724,68,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,1633,15,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,1112,23,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,631,44,,
OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,FALSE,1224,28,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,123,32,,
BATTERY,DOMESTIC BATTERY SIMPLE,TRUE,1123,27,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,833,65,,
ROBBERY,ARMED: HANDGUN,FALSE,1114,26,,
ASSAULT,AGGRAVATED: OTHER DANG WEAPON,TRUE,513,50,,
BATTERY,AGGRAVATED: HANDGUN,FALSE,1524,25,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,632,44,,
BATTERY,SIMPLE,FALSE,614,71,,
OTHER OFFENSE,TELEPHONE THREAT,FALSE,1115,26,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,522,49,,
ASSAULT,SIMPLE,FALSE,611,71,,
DECEPTIVE PRACTICE,CREDIT CARD FRAUD,FALSE,1814,7,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,313,42,,
DECEPTIVE PRACTICE,COMPUTER FRAUD,FALSE,835,70,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,133,35,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,823,65,,
BURGLARY,UNLAWFUL ENTRY,FALSE,923,63,,
BURGLARY,FORCIBLE ENTRY,FALSE,1724,16,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,1813,7,,
OTHER OFFENSE,HARASSMENT BY TELEPHONE,FALSE,1524,25,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,2211,74,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,935,61,,
ASSAULT,SIMPLE,FALSE,1814,7,,
ASSAULT,SIMPLE,FALSE,212,36,,
BATTERY,SIMPLE,FALSE,714,67,,
THEFT,$500 AND UNDER,FALSE,211,35,,
ASSAULT,SIMPLE,FALSE,1012,29,,
BATTERY,SIMPLE,FALSE,1533,25,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,224,38,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1113,25,,
ASSAULT,SIMPLE,FALSE,825,66,,
THEFT,$500 AND UNDER,FALSE,1034,30,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,1922,6,,
THEFT,$500 AND UNDER,FALSE,1935,7,,
SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,FALSE,1213,24,,
THEFT,RETAIL THEFT,TRUE,2512,19,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,723,68,,
THEFT,$500 AND UNDER,FALSE,2533,25,,
CRIMINAL TRESPASS,TO LAND,TRUE,1924,6,,
BATTERY,PRO EMP HANDS NO/MIN INJURY,TRUE,1511,25,,
BATTERY,SIMPLE,FALSE,332,43,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,933,61,,
THEFT,OVER $500,FALSE,825,66,,
CRIMINAL TRESPASS,TO RESIDENCE,FALSE,1531,25,,
CRIMINAL TRESPASS,TO RESIDENCE,TRUE,1624,15,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,2511,19,,
BURGLARY,FORCIBLE ENTRY,FALSE,914,34,,
DECEPTIVE PRACTICE,UNLAWFUL USE OF A COMPUTER,FALSE,911,58,,
BURGLARY,FORCIBLE ENTRY,FALSE,912,59,,
ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,FALSE,2533,23,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1421,23,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,1614,76,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1013,30,,
CRIMINAL DAMAGE,TO PROPERTY,FALSE,633,44,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,123,32,,
DECEPTIVE PRACTICE,FORGERY,FALSE,1931,5,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1225,28,,
CRIMINAL TRESPASS,TO LAND,TRUE,712,68,,
BURGLARY,FORCIBLE ENTRY,FALSE,1012,29,,
CRIMINAL TRESPASS,TO LAND,TRUE,1833,8,,
NARCOTICS,POSS: CANNABIS 30GMS OR LESS,TRUE,1235,31,,
THEFT,OVER $500,FALSE,724,68,,
THEFT,$500 AND UNDER,FALSE,822,63,,
BURGLARY,FORCIBLE ENTRY,FALSE,1722,14,,
ROBBERY,ARMED: HANDGUN,FALSE,1722,15,,
BURGLARY,FORCIBLE ENTRY,FALSE,1012,29,,
THEFT,$500 AND UNDER,FALSE,813,64,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,834,70,,
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,FALSE,632,44,,
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,FALSE,2533,19,,
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,FALSE,1032,30,,
ROBBERY,ARMED: HANDGUN,FALSE,423,48,,
BURGLARY,FORCIBLE ENTRY,FALSE,231,40,,
THEFT,FROM BUILDING,FALSE,1214,24,,
THEFT,$500 AND UNDER,FALSE,912,59,,
THEFT,OVER $500,FALSE,613,71,,
ASSAULT,SIMPLE,FALSE,2212,75,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,423,46,,
BATTERY,DOMESTIC BATTERY SIMPLE,FALSE,612,71,,
OTHER OFFENSE,OTHER WEAPONS VIOLATION,TRUE,414,46,,
OFFENSE INVOLVING CHILDREN,CHILD ABUSE,FALSE,724,68,,
THEFT,$500 AND UNDER,FALSE,413,48,,
THEFT,OVER $500,FALSE,133,35,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1632,17,,
THEFT,OVER $500,FALSE,421,46,,
ROBBERY,AGGRAVATED,FALSE,914,60,,
BURGLARY,UNLAWFUL ENTRY,FALSE,2523,20,,
BATTERY,SIMPLE,FALSE,1434,24,,
THEFT,RETAIL THEFT,FALSE,2514,19,,
BURGLARY,UNLAWFUL ENTRY,FALSE,511,50,,
NARCOTICS,POSS: HEROIN(WHITE),TRUE,1121,23,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1232,28,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,834,70,,
BURGLARY,UNLAWFUL ENTRY,FALSE,2533,19,,
BURGLARY,FORCIBLE ENTRY,FALSE,235,41,,
CRIMINAL DAMAGE,TO VEHICLE,FALSE,1134,27,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,933,61,,
BURGLARY,FORCIBLE ENTRY,FALSE,1134,27,,
THEFT,OVER $500,FALSE,1412,21,,
ROBBERY,ATTEMPT: ARMED-HANDGUN,FALSE,1522,25,,
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,FALSE,2423,1,,
THEFT,$500 AND UNDER,FALSE,2033,3,,
MOTOR VEHICLE THEFT,AUTOMOBILE,FALSE,1911,4,,
